Longitud Sexa finca;Latitud Sexa finca;Municipio Finca;HORA INICIO TURNO;HORA FIN TURNO;FINCA;FECHA;lat_decimal;lon_decimal;fecha_dt;hora_inicio_turno_dt;hora_fin_turno_dt;fecha_clima;lat_key;lon_key;fecha_key;clima_fuente;clima_temp_promedio_dia_c;clima_temp_min_dia_c;clima_temp_max_dia_c;clima_precipitacion_dia_mm;clima_viento_promedio_dia_kmh;clima_presion_promedio_dia_hpa;clima_horas_validas_dia;clima_horas_lluvia_dia;clima_observacion_dia;clima_estado_dia;fue_lluvioso_dia;clima_imputado
75°50'28.7''W;4°10'32.5''N;Sevilla;6:00:00;14:00:00;13INDOS;01/01/2026;4.175694444;-75.84130556;01/01/2026;01/01/2026 6:00;01/01/2026 14:00;01/01/2026;4.17569;-75.84131;01/01/2026;Open-Meteo Archive;17.4;12.9;22.9;22.1;10;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;14:00:00;22:00:00;13INDOS;01/01/2026;4.175694444;-75.84130556;01/01/2026;01/01/2026 14:00;01/01/2026 22:00;01/01/2026;4.17569;-75.84131;01/01/2026;Open-Meteo Archive;17.4;12.9;22.9;22.1;10;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°51'47.2''W;4°07'04.0''N;Sevilla;6:00:00;14:00:00;13CRIST;01/01/2026;4.117777778;-75.86311111;01/01/2026;01/01/2026 6:00;01/01/2026 14:00;01/01/2026;4.11778;-75.86311;01/01/2026;Open-Meteo Archive;15.2;10.7;20.1;13.3;8.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°51'47.2''W;4°07'04.0''N;Sevilla;14:00:00;22:00:00;13CRIST;01/01/2026;4.117777778;-75.86311111;01/01/2026;01/01/2026 14:00;01/01/2026 22:00;01/01/2026;4.11778;-75.86311;01/01/2026;Open-Meteo Archive;15.2;10.7;20.1;13.3;8.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;6:00:00;14:00:00;13INDOS;02/01/2026;4.175694444;-75.84130556;02/01/2026;02/01/2026 6:00;02/01/2026 14:00;02/01/2026;4.17569;-75.84131;02/01/2026;Open-Meteo Archive;16.8;14.4;19.6;8.5;5.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;14:00:00;22:00:00;13INDOS;02/01/2026;4.175694444;-75.84130556;02/01/2026;02/01/2026 14:00;02/01/2026 22:00;02/01/2026;4.17569;-75.84131;02/01/2026;Open-Meteo Archive;16.8;14.4;19.6;8.5;5.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°51'47.2''W;4°07'04.0''N;Sevilla;6:00:00;14:00:00;13CRIST;02/01/2026;4.117777778;-75.86311111;02/01/2026;02/01/2026 6:00;02/01/2026 14:00;02/01/2026;4.11778;-75.86311;02/01/2026;Open-Meteo Archive;14.7;12.1;17.6;2.6;7.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°51'47.2''W;4°07'04.0''N;Sevilla;14:00:00;22:00:00;13CRIST;02/01/2026;4.117777778;-75.86311111;02/01/2026;02/01/2026 14:00;02/01/2026 22:00;02/01/2026;4.11778;-75.86311;02/01/2026;Open-Meteo Archive;14.7;12.1;17.6;2.6;7.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°15'47.6''W;4°25'33.3''N;Bolivar;6:00:00;14:00:00;35PLAYA;02/01/2026;4.425916667;-76.26322222;02/01/2026;02/01/2026 6:00;02/01/2026 14:00;02/01/2026;4.42592;-76.26322;02/01/2026;Open-Meteo Archive;14.5;13.7;16.2;9.6;10.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°15'47.6''W;4°25'33.3''N;Bolivar;14:00:00;22:00:00;35PLAYA;02/01/2026;4.425916667;-76.26322222;02/01/2026;02/01/2026 14:00;02/01/2026 22:00;02/01/2026;4.42592;-76.26322;02/01/2026;Open-Meteo Archive;14.5;13.7;16.2;9.6;10.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°15'47.6''W;4°25'33.3''N;Bolivar;6:00:00;14:00:00;35PLAYA;02/01/2026;4.425916667;-76.26322222;02/01/2026;02/01/2026 6:00;02/01/2026 14:00;02/01/2026;4.42592;-76.26322;02/01/2026;Open-Meteo Archive;14.5;13.7;16.2;9.6;10.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;6:00:00;14:00:00;32PORRA;02/01/2026;3.694388889;-76.57305556;02/01/2026;02/01/2026 6:00;02/01/2026 14:00;02/01/2026;3.69439;-76.57306;02/01/2026;Meteostat Daily;23.4;20;28;3.2;7.1;1014.7;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;14:00:00;22:00:00;32PORRA;02/01/2026;3.694388889;-76.57305556;02/01/2026;02/01/2026 14:00;02/01/2026 22:00;02/01/2026;3.69439;-76.57306;02/01/2026;Meteostat Daily;23.4;20;28;3.2;7.1;1014.7;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;14:00:00;22:00:00;32PORRA;03/01/2026;3.694388889;-76.57305556;03/01/2026;03/01/2026 14:00;03/01/2026 22:00;03/01/2026;3.69439;-76.57306;03/01/2026;Meteostat Daily;23.5;19;30;23.5;9.5;1015;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;6:00:00;14:00:00;32PORRA;03/01/2026;3.694388889;-76.57305556;03/01/2026;03/01/2026 6:00;03/01/2026 14:00;03/01/2026;3.69439;-76.57306;03/01/2026;Meteostat Daily;23.5;19;30;23.5;9.5;1015;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°29'25.4''W;3°50'31.0''N;Restrepo;22:00:00;6:00:00;34SUIZA;03/01/2026;3.841944444;-76.49038889;03/01/2026;03/01/2026 22:00;04/01/2026 6:00;03/01/2026;3.84194;-76.49039;03/01/2026;Meteostat Daily;23.5;19;30;23.5;9.5;1015;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;6:00:00;14:00:00;31GRACI;03/01/2026;4.069972222;-76.40744444;03/01/2026;03/01/2026 6:00;03/01/2026 14:00;03/01/2026;4.06997;-76.40744;03/01/2026;Open-Meteo Archive;16.2;14.1;19.1;35.6;8.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;14:00:00;22:00:00;31GRACI;03/01/2026;4.069972222;-76.40744444;03/01/2026;03/01/2026 14:00;03/01/2026 22:00;03/01/2026;4.06997;-76.40744;03/01/2026;Open-Meteo Archive;16.2;14.1;19.1;35.6;8.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;6:00:00;14:00:00;31GRACI;03/01/2026;4.069972222;-76.40744444;03/01/2026;03/01/2026 6:00;03/01/2026 14:00;03/01/2026;4.06997;-76.40744;03/01/2026;Open-Meteo Archive;16.2;14.1;19.1;35.6;8.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;14:00:00;22:00:00;31GRACI;03/01/2026;4.069972222;-76.40744444;03/01/2026;03/01/2026 14:00;03/01/2026 22:00;03/01/2026;4.06997;-76.40744;03/01/2026;Open-Meteo Archive;16.2;14.1;19.1;35.6;8.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;6:00:00;14:00:00;13INDOS;03/01/2026;4.175694444;-75.84130556;03/01/2026;03/01/2026 6:00;03/01/2026 14:00;03/01/2026;4.17569;-75.84131;03/01/2026;Open-Meteo Archive;17.1;14.2;20.5;24.4;5.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;14:00:00;22:00:00;13INDOS;03/01/2026;4.175694444;-75.84130556;03/01/2026;03/01/2026 14:00;03/01/2026 22:00;03/01/2026;4.17569;-75.84131;03/01/2026;Open-Meteo Archive;17.1;14.2;20.5;24.4;5.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°51'47.2''W;4°07'04.0''N;Sevilla;6:00:00;14:00:00;13CRIST;03/01/2026;4.117777778;-75.86311111;03/01/2026;03/01/2026 6:00;03/01/2026 14:00;03/01/2026;4.11778;-75.86311;03/01/2026;Open-Meteo Archive;14.7;11.2;18.2;31.1;7.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°51'47.2''W;4°07'04.0''N;Sevilla;14:00:00;22:00:00;13CRIST;03/01/2026;4.117777778;-75.86311111;03/01/2026;03/01/2026 14:00;03/01/2026 22:00;03/01/2026;4.11778;-75.86311;03/01/2026;Open-Meteo Archive;14.7;11.2;18.2;31.1;7.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°15'47.6''W;4°25'33.3''N;Bolivar;6:00:00;14:00:00;35PLAYA;03/01/2026;4.425916667;-76.26322222;03/01/2026;03/01/2026 6:00;03/01/2026 14:00;03/01/2026;4.42592;-76.26322;03/01/2026;Open-Meteo Archive;14.9;13;18.9;14.6;10.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°15'47.6''W;4°25'33.3''N;Bolivar;14:00:00;22:00:00;35PLAYA;03/01/2026;4.425916667;-76.26322222;03/01/2026;03/01/2026 14:00;03/01/2026 22:00;03/01/2026;4.42592;-76.26322;03/01/2026;Open-Meteo Archive;14.9;13;18.9;14.6;10.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'08.8''W;4°26'03.0''N;Bolivar;6:00:00;14:00:00;35ALEJA;03/01/2026;4.434166667;-76.26911111;03/01/2026;03/01/2026 6:00;03/01/2026 14:00;03/01/2026;4.43417;-76.26911;03/01/2026;Open-Meteo Archive;14.1;12.2;18.1;14.6;10.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;14:00:00;22:00:00;32PORRA;04/01/2026;3.694388889;-76.57305556;04/01/2026;04/01/2026 14:00;04/01/2026 22:00;04/01/2026;3.69439;-76.57306;04/01/2026;Meteostat Daily;23.4;19;29;7;7.9;1015.5;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;14:00:00;22:00:00;31GRACI;04/01/2026;4.069972222;-76.40744444;04/01/2026;04/01/2026 14:00;04/01/2026 22:00;04/01/2026;4.06997;-76.40744;04/01/2026;Open-Meteo Archive;16.3;14.6;19.3;39.5;8.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°51'47.2''W;4°07'04.0''N;Sevilla;6:00:00;14:00:00;13CRIST;04/01/2026;4.117777778;-75.86311111;04/01/2026;04/01/2026 6:00;04/01/2026 14:00;04/01/2026;4.11778;-75.86311;04/01/2026;Open-Meteo Archive;14.9;11.6;18.3;27.7;6.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°29'25.4''W;3°50'31.0''N;Restrepo;14:00:00;22:00:00;34SUIZA;04/01/2026;3.841944444;-76.49038889;04/01/2026;04/01/2026 14:00;04/01/2026 22:00;04/01/2026;3.84194;-76.49039;04/01/2026;Meteostat Daily;23.4;19;29;7;7.9;1015.5;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°29'25.4''W;3°50'31.0''N;Restrepo;22:00:00;6:00:00;34SUIZA;04/01/2026;3.841944444;-76.49038889;04/01/2026;04/01/2026 22:00;05/01/2026 6:00;04/01/2026;3.84194;-76.49039;04/01/2026;Meteostat Daily;23.4;19;29;7;7.9;1015.5;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°29'25.4''W;3°50'31.0''N;Restrepo;6:00:00;14:00:00;34SUIZA;04/01/2026;3.841944444;-76.49038889;04/01/2026;04/01/2026 6:00;04/01/2026 14:00;04/01/2026;3.84194;-76.49039;04/01/2026;Meteostat Daily;23.4;19;29;7;7.9;1015.5;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;6:00:00;14:00:00;32PORRA;04/01/2026;3.694388889;-76.57305556;04/01/2026;04/01/2026 6:00;04/01/2026 14:00;04/01/2026;3.69439;-76.57306;04/01/2026;Meteostat Daily;23.4;19;29;7;7.9;1015.5;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;6:00:00;14:00:00;31GRACI;04/01/2026;4.069972222;-76.40744444;04/01/2026;04/01/2026 6:00;04/01/2026 14:00;04/01/2026;4.06997;-76.40744;04/01/2026;Open-Meteo Archive;16.3;14.6;19.3;39.5;8.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°51'47.2''W;4°07'04.0''N;Sevilla;14:00:00;22:00:00;13CRIST;04/01/2026;4.117777778;-75.86311111;04/01/2026;04/01/2026 14:00;04/01/2026 22:00;04/01/2026;4.11778;-75.86311;04/01/2026;Open-Meteo Archive;14.9;11.6;18.3;27.7;6.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;6:00:00;14:00:00;13INDOS;04/01/2026;4.175694444;-75.84130556;04/01/2026;04/01/2026 6:00;04/01/2026 14:00;04/01/2026;4.17569;-75.84131;04/01/2026;Open-Meteo Archive;17;14.2;19.7;13.1;6.8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;14:00:00;22:00:00;13INDOS;04/01/2026;4.175694444;-75.84130556;04/01/2026;04/01/2026 14:00;04/01/2026 22:00;04/01/2026;4.17569;-75.84131;04/01/2026;Open-Meteo Archive;17;14.2;19.7;13.1;6.8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°15'47.6''W;4°25'33.3''N;Bolivar;6:00:00;14:00:00;35PLAYA;04/01/2026;4.425916667;-76.26322222;04/01/2026;04/01/2026 6:00;04/01/2026 14:00;04/01/2026;4.42592;-76.26322;04/01/2026;Open-Meteo Archive;14.5;12.9;17.3;14.8;7.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°15'47.6''W;4°25'33.3''N;Bolivar;14:00:00;22:00:00;35PLAYA;04/01/2026;4.425916667;-76.26322222;04/01/2026;04/01/2026 14:00;04/01/2026 22:00;04/01/2026;4.42592;-76.26322;04/01/2026;Open-Meteo Archive;14.5;12.9;17.3;14.8;7.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'08.8''W;4°26'03.0''N;Bolivar;6:00:00;14:00:00;35ALEJA;04/01/2026;4.434166667;-76.26911111;04/01/2026;04/01/2026 6:00;04/01/2026 14:00;04/01/2026;4.43417;-76.26911;04/01/2026;Open-Meteo Archive;13.8;12.1;16.5;14.8;7.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;6:00:00;14:00:00;32PORRA;05/01/2026;3.694388889;-76.57305556;05/01/2026;05/01/2026 6:00;05/01/2026 14:00;05/01/2026;3.69439;-76.57306;05/01/2026;Meteostat Daily;23;20;28;13.7;8.7;1015.6;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;14:00:00;22:00:00;32PORRA;05/01/2026;3.694388889;-76.57305556;05/01/2026;05/01/2026 14:00;05/01/2026 22:00;05/01/2026;3.69439;-76.57306;05/01/2026;Meteostat Daily;23;20;28;13.7;8.7;1015.6;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;14:00:00;22:00:00;31GRACI;05/01/2026;4.069972222;-76.40744444;05/01/2026;05/01/2026 14:00;05/01/2026 22:00;05/01/2026;4.06997;-76.40744;05/01/2026;Open-Meteo Archive;15.9;14.4;17.9;46.1;6.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°29'25.4''W;3°50'31.0''N;Restrepo;22:00:00;6:00:00;34SUIZA;05/01/2026;3.841944444;-76.49038889;05/01/2026;05/01/2026 22:00;06/01/2026 6:00;05/01/2026;3.84194;-76.49039;05/01/2026;Meteostat Daily;23;20;28;13.7;8.7;1015.6;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°29'25.4''W;3°50'31.0''N;Restrepo;6:00:00;14:00:00;34SUIZA;05/01/2026;3.841944444;-76.49038889;05/01/2026;05/01/2026 6:00;05/01/2026 14:00;05/01/2026;3.84194;-76.49039;05/01/2026;Meteostat Daily;23;20;28;13.7;8.7;1015.6;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;6:00:00;14:00:00;13INDOS;05/01/2026;4.175694444;-75.84130556;05/01/2026;05/01/2026 6:00;05/01/2026 14:00;05/01/2026;4.17569;-75.84131;05/01/2026;Open-Meteo Archive;16.9;14.7;20.1;18.1;5.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;14:00:00;22:00:00;13INDOS;05/01/2026;4.175694444;-75.84130556;05/01/2026;05/01/2026 14:00;05/01/2026 22:00;05/01/2026;4.17569;-75.84131;05/01/2026;Open-Meteo Archive;16.9;14.7;20.1;18.1;5.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°51'47.2''W;4°07'04.0''N;Sevilla;6:00:00;14:00:00;13CRIST;05/01/2026;4.117777778;-75.86311111;05/01/2026;05/01/2026 6:00;05/01/2026 14:00;05/01/2026;4.11778;-75.86311;05/01/2026;Open-Meteo Archive;14.7;11.7;17.2;23.6;8.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°51'47.2''W;4°07'04.0''N;Sevilla;14:00:00;22:00:00;13CRIST;05/01/2026;4.117777778;-75.86311111;05/01/2026;05/01/2026 14:00;05/01/2026 22:00;05/01/2026;4.11778;-75.86311;05/01/2026;Open-Meteo Archive;14.7;11.7;17.2;23.6;8.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;6:00:00;14:00:00;31GRACI;05/01/2026;4.069972222;-76.40744444;05/01/2026;05/01/2026 6:00;05/01/2026 14:00;05/01/2026;4.06997;-76.40744;05/01/2026;Open-Meteo Archive;15.9;14.4;17.9;46.1;6.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°15'47.6''W;4°25'33.3''N;Bolivar;6:00:00;14:00:00;35PLAYA;05/01/2026;4.425916667;-76.26322222;05/01/2026;05/01/2026 6:00;05/01/2026 14:00;05/01/2026;4.42592;-76.26322;05/01/2026;Open-Meteo Archive;14.2;12.7;16.8;22.1;11.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°15'47.6''W;4°25'33.3''N;Bolivar;14:00:00;22:00:00;35PLAYA;05/01/2026;4.425916667;-76.26322222;05/01/2026;05/01/2026 14:00;05/01/2026 22:00;05/01/2026;4.42592;-76.26322;05/01/2026;Open-Meteo Archive;14.2;12.7;16.8;22.1;11.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'08.8''W;4°26'03.0''N;Bolivar;6:00:00;14:00:00;35ALEJA;05/01/2026;4.434166667;-76.26911111;05/01/2026;05/01/2026 6:00;05/01/2026 14:00;05/01/2026;4.43417;-76.26911;05/01/2026;Open-Meteo Archive;13.4;11.9;16;22.1;11.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°29'25.4''W;3°50'31.0''N;Restrepo;14:00:00;22:00:00;34SUIZA;05/01/2026;3.841944444;-76.49038889;05/01/2026;05/01/2026 14:00;05/01/2026 22:00;05/01/2026;3.84194;-76.49039;05/01/2026;Meteostat Daily;23;20;28;13.7;8.7;1015.6;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;6:00:00;14:00:00;31GRACI;06/01/2026;4.069972222;-76.40744444;06/01/2026;06/01/2026 6:00;06/01/2026 14:00;06/01/2026;4.06997;-76.40744;06/01/2026;Open-Meteo Archive;15.6;13.4;18;39.9;6.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;14:00:00;22:00:00;31GRACI;06/01/2026;4.069972222;-76.40744444;06/01/2026;06/01/2026 14:00;06/01/2026 22:00;06/01/2026;4.06997;-76.40744;06/01/2026;Open-Meteo Archive;15.6;13.4;18;39.9;6.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°29'25.4''W;3°50'31.0''N;Restrepo;6:00:00;14:00:00;34SUIZA;06/01/2026;3.841944444;-76.49038889;06/01/2026;06/01/2026 6:00;06/01/2026 14:00;06/01/2026;3.84194;-76.49039;06/01/2026;Meteostat Daily;23;19;29;21.2;8;1014.7;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°29'25.4''W;3°50'31.0''N;Restrepo;14:00:00;22:00:00;34SUIZA;06/01/2026;3.841944444;-76.49038889;06/01/2026;06/01/2026 14:00;06/01/2026 22:00;06/01/2026;3.84194;-76.49039;06/01/2026;Meteostat Daily;23;19;29;21.2;8;1014.7;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°29'25.4''W;3°50'31.0''N;Restrepo;22:00:00;6:00:00;34SUIZA;06/01/2026;3.841944444;-76.49038889;06/01/2026;06/01/2026 22:00;07/01/2026 6:00;06/01/2026;3.84194;-76.49039;06/01/2026;Meteostat Daily;23;19;29;21.2;8;1014.7;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;6:00:00;14:00:00;32PORRA;06/01/2026;3.694388889;-76.57305556;06/01/2026;06/01/2026 6:00;06/01/2026 14:00;06/01/2026;3.69439;-76.57306;06/01/2026;Meteostat Daily;23;19;29;21.2;8;1014.7;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;14:00:00;22:00:00;32PORRA;06/01/2026;3.694388889;-76.57305556;06/01/2026;06/01/2026 14:00;06/01/2026 22:00;06/01/2026;3.69439;-76.57306;06/01/2026;Meteostat Daily;23;19;29;21.2;8;1014.7;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;6:00:00;14:00:00;32PORRA;07/01/2026;3.694388889;-76.57305556;07/01/2026;07/01/2026 6:00;07/01/2026 14:00;07/01/2026;3.69439;-76.57306;07/01/2026;Meteostat Daily;22.9;19;29;2.9;6.4;1014.3;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;14:00:00;22:00:00;32PORRA;07/01/2026;3.694388889;-76.57305556;07/01/2026;07/01/2026 14:00;07/01/2026 22:00;07/01/2026;3.69439;-76.57306;07/01/2026;Meteostat Daily;22.9;19;29;2.9;6.4;1014.3;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;6:00:00;14:00:00;31GRACI;07/01/2026;4.069972222;-76.40744444;07/01/2026;07/01/2026 6:00;07/01/2026 14:00;07/01/2026;4.06997;-76.40744;07/01/2026;Open-Meteo Archive;16.6;14.3;19.9;8.2;12;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;14:00:00;22:00:00;31GRACI;07/01/2026;4.069972222;-76.40744444;07/01/2026;07/01/2026 14:00;07/01/2026 22:00;07/01/2026;4.06997;-76.40744;07/01/2026;Open-Meteo Archive;16.6;14.3;19.9;8.2;12;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°29'25.4''W;3°50'31.0''N;Restrepo;6:00:00;14:00:00;34SUIZA;07/01/2026;3.841944444;-76.49038889;07/01/2026;07/01/2026 6:00;07/01/2026 14:00;07/01/2026;3.84194;-76.49039;07/01/2026;Meteostat Daily;22.9;19;29;2.9;6.4;1014.3;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°29'25.4''W;3°50'31.0''N;Restrepo;22:00:00;6:00:00;34SUIZA;07/01/2026;3.841944444;-76.49038889;07/01/2026;07/01/2026 22:00;08/01/2026 6:00;07/01/2026;3.84194;-76.49039;07/01/2026;Meteostat Daily;22.9;19;29;2.9;6.4;1014.3;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°29'25.4''W;3°50'31.0''N;Restrepo;14:00:00;22:00:00;34SUIZA;07/01/2026;3.841944444;-76.49038889;07/01/2026;07/01/2026 14:00;07/01/2026 22:00;07/01/2026;3.84194;-76.49039;07/01/2026;Meteostat Daily;22.9;19;29;2.9;6.4;1014.3;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°29'25.4''W;3°50'31.0''N;Restrepo;6:00:00;14:00:00;34SUIZA;08/01/2026;3.841944444;-76.49038889;08/01/2026;08/01/2026 6:00;08/01/2026 14:00;08/01/2026;3.84194;-76.49039;08/01/2026;Meteostat Daily;23.6;20;29;13.1;7.7;1013.3;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;14:00:00;22:00:00;31GRACI;05/01/2026;4.069972222;-76.40744444;05/01/2026;05/01/2026 14:00;05/01/2026 22:00;05/01/2026;4.06997;-76.40744;05/01/2026;Open-Meteo Archive;15.9;14.4;17.9;46.1;6.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;6:00:00;14:00:00;31GRACI;06/01/2026;4.069972222;-76.40744444;06/01/2026;06/01/2026 6:00;06/01/2026 14:00;06/01/2026;4.06997;-76.40744;06/01/2026;Open-Meteo Archive;15.6;13.4;18;39.9;6.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;14:00:00;22:00:00;31GRACI;06/01/2026;4.069972222;-76.40744444;06/01/2026;06/01/2026 14:00;06/01/2026 22:00;06/01/2026;4.06997;-76.40744;06/01/2026;Open-Meteo Archive;15.6;13.4;18;39.9;6.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;6:00:00;14:00:00;31GRACI;07/01/2026;4.069972222;-76.40744444;07/01/2026;07/01/2026 6:00;07/01/2026 14:00;07/01/2026;4.06997;-76.40744;07/01/2026;Open-Meteo Archive;16.6;14.3;19.9;8.2;12;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°24'26.8''W;4°04'11.9''N;Riofrio;14:00:00;22:00:00;31GRACI;07/01/2026;4.069972222;-76.40744444;07/01/2026;07/01/2026 14:00;07/01/2026 22:00;07/01/2026;4.06997;-76.40744;07/01/2026;Open-Meteo Archive;16.6;14.3;19.9;8.2;12;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
