Longitud Sexa finca;Latitud Sexa finca;Municipio Finca;HORA INICIO TURNO;HORA FIN TURNO;FINCA;FECHA;lat_decimal;lon_decimal;fecha_dt;hora_inicio_turno_dt;hora_fin_turno_dt;fecha_clima;lat_key;lon_key;fecha_key;clima_fuente;clima_temp_promedio_dia_c;clima_temp_min_dia_c;clima_temp_max_dia_c;clima_precipitacion_dia_mm;clima_viento_promedio_dia_kmh;clima_presion_promedio_dia_hpa;clima_horas_validas_dia;clima_horas_lluvia_dia;clima_observacion_dia;clima_estado_dia;fue_lluvioso_dia;clima_imputado
75°44'43.0''W;5°24'09.9''N;Riosucio;6:00:00;14:00:00;12ARGEN;27/01/2026;5.40275;-75.74527778;27/01/2026;27/01/2026 6:00;27/01/2026 14:00;27/01/2026;5.40275;-75.74528;27/01/2026;Open-Meteo Archive;13.6;11.4;18.2;3.3;4.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°44'43.0''W;5°24'09.9''N;Riosucio;14:00:00;22:00:00;12ARGEN;27/01/2026;5.40275;-75.74527778;27/01/2026;27/01/2026 14:00;27/01/2026 22:00;27/01/2026;5.40275;-75.74528;27/01/2026;Open-Meteo Archive;13.6;11.4;18.2;3.3;4.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°44'43.0''W;5°24'09.9''N;Riosucio;6:00:00;14:00:00;12ARGEN;27/01/2026;5.40275;-75.74527778;27/01/2026;27/01/2026 6:00;27/01/2026 14:00;27/01/2026;5.40275;-75.74528;27/01/2026;Open-Meteo Archive;13.6;11.4;18.2;3.3;4.7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°44'43.0''W;5°24'09.9''N;Riosucio;22:00:00;6:00:00;12ARGEN;28/01/2026;5.40275;-75.74527778;28/01/2026;28/01/2026 22:00;29/01/2026 6:00;28/01/2026;5.40275;-75.74528;28/01/2026;Open-Meteo Archive;14;11.3;17.8;1.5;6.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°44'43.0''W;5°24'09.9''N;Riosucio;22:00:00;6:00:00;12ARGEN;28/01/2026;5.40275;-75.74527778;28/01/2026;28/01/2026 22:00;29/01/2026 6:00;28/01/2026;5.40275;-75.74528;28/01/2026;Open-Meteo Archive;14;11.3;17.8;1.5;6.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°44'43.0''W;5°24'09.9''N;Riosucio;6:00:00;14:00:00;12ARGEN;28/01/2026;5.40275;-75.74527778;28/01/2026;28/01/2026 6:00;28/01/2026 14:00;28/01/2026;5.40275;-75.74528;28/01/2026;Open-Meteo Archive;14;11.3;17.8;1.5;6.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;6:00:00;14:00:00;32PORRA;27/01/2026;3.694388889;-76.57305556;27/01/2026;27/01/2026 6:00;27/01/2026 14:00;27/01/2026;3.69439;-76.57306;27/01/2026;Meteostat Daily;22;20;26;21.6;6.1;1017.1;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;14:00:00;22:00:00;32PORRA;27/01/2026;3.694388889;-76.57305556;27/01/2026;27/01/2026 14:00;27/01/2026 22:00;27/01/2026;3.69439;-76.57306;27/01/2026;Meteostat Daily;22;20;26;21.6;6.1;1017.1;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;6:00:00;14:00:00;32PORRA;28/01/2026;3.694388889;-76.57305556;28/01/2026;28/01/2026 6:00;28/01/2026 14:00;28/01/2026;3.69439;-76.57306;28/01/2026;Meteostat Daily;23.4;20;29;2.4;6.9;1016;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;14:00:00;22:00:00;32PORRA;28/01/2026;3.694388889;-76.57305556;28/01/2026;28/01/2026 14:00;28/01/2026 22:00;28/01/2026;3.69439;-76.57306;28/01/2026;Meteostat Daily;23.4;20;29;2.4;6.9;1016;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
75°44'43.0''W;5°24'09.9''N;Riosucio;6:00:00;14:00:00;12ARGEN;29/01/2026;5.40275;-75.74527778;29/01/2026;29/01/2026 6:00;29/01/2026 14:00;29/01/2026;5.40275;-75.74528;29/01/2026;Open-Meteo Archive;14;11.6;17.5;7;6.8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°29'55.3''W;3°51'37.6''N;Restrepo;14:00:00;22:00:00;34ESTRE;28/01/2026;3.860444444;-76.49869444;28/01/2026;28/01/2026 14:00;28/01/2026 22:00;28/01/2026;3.86044;-76.49869;28/01/2026;Open-Meteo Archive;19.1;16.6;23.4;4.9;5.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°29'55.3''W;3°51'37.6''N;Restrepo;6:00:00;14:00:00;34ESTRE;28/01/2026;3.860444444;-76.49869444;28/01/2026;28/01/2026 6:00;28/01/2026 14:00;28/01/2026;3.86044;-76.49869;28/01/2026;Open-Meteo Archive;19.1;16.6;23.4;4.9;5.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°52'33.4''W;4°06'28.8''N;Sevilla;14:00:00;22:00:00;13SINAB;28/01/2026;4.108;-75.87594444;28/01/2026;28/01/2026 14:00;28/01/2026 22:00;28/01/2026;4.108;-75.87594;28/01/2026;Open-Meteo Archive;13.6;11.7;17.1;13.1;8.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;6:00:00;14:00:00;13INDOS;28/01/2026;4.175694444;-75.84130556;28/01/2026;28/01/2026 6:00;28/01/2026 14:00;28/01/2026;4.17569;-75.84131;28/01/2026;Open-Meteo Archive;17.6;15.2;21.8;12.7;6.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°52'33.4''W;4°06'28.8''N;Sevilla;6:00:00;14:00:00;13SINAB;28/01/2026;4.108;-75.87594444;28/01/2026;28/01/2026 6:00;28/01/2026 14:00;28/01/2026;4.108;-75.87594;28/01/2026;Open-Meteo Archive;13.6;11.7;17.1;13.1;8.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;14:00:00;22:00:00;13INDOS;28/01/2026;4.175694444;-75.84130556;28/01/2026;28/01/2026 14:00;28/01/2026 22:00;28/01/2026;4.17569;-75.84131;28/01/2026;Open-Meteo Archive;17.6;15.2;21.8;12.7;6.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;14:00:00;22:00:00;25QUIRA;27/01/2026;3.060527778;-76.52186111;27/01/2026;27/01/2026 14:00;27/01/2026 22:00;27/01/2026;3.06053;-76.52186;27/01/2026;Open-Meteo Archive;21.1;18.6;26.3;15.7;9.8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;6:00:00;14:00:00;25QUIRA;28/01/2026;3.060527778;-76.52186111;28/01/2026;28/01/2026 6:00;28/01/2026 14:00;28/01/2026;3.06053;-76.52186;28/01/2026;Open-Meteo Archive;21.6;18.1;26.1;3.6;11.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;14:00:00;22:00:00;25QUIRA;28/01/2026;3.060527778;-76.52186111;28/01/2026;28/01/2026 14:00;28/01/2026 22:00;28/01/2026;3.06053;-76.52186;28/01/2026;Open-Meteo Archive;21.6;18.1;26.1;3.6;11.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°28'57.7''W;3°51'56.4''N;Darien_Calima;6:00:00;14:00:00;34BRILL;19/01/2026;3.865666667;-76.48269444;19/01/2026;19/01/2026 6:00;19/01/2026 14:00;19/01/2026;3.86567;-76.48269;19/01/2026;Open-Meteo Archive;18.9;16.2;22.3;1;9.6;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°28'57.7''W;3°51'56.4''N;Darien_Calima;14:00:00;22:00:00;34BRILL;19/01/2026;3.865666667;-76.48269444;19/01/2026;19/01/2026 14:00;19/01/2026 22:00;19/01/2026;3.86567;-76.48269;19/01/2026;Open-Meteo Archive;18.9;16.2;22.3;1;9.6;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°28'57.7''W;3°51'56.4''N;Darien_Calima;6:00:00;14:00:00;34BRILL;20/01/2026;3.865666667;-76.48269444;20/01/2026;20/01/2026 6:00;20/01/2026 14:00;20/01/2026;3.86567;-76.48269;20/01/2026;Open-Meteo Archive;18.8;16.7;22;9;7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°28'57.7''W;3°51'56.4''N;Darien_Calima;14:00:00;22:00:00;34BRILL;20/01/2026;3.865666667;-76.48269444;20/01/2026;20/01/2026 14:00;20/01/2026 22:00;20/01/2026;3.86567;-76.48269;20/01/2026;Open-Meteo Archive;18.8;16.7;22;9;7;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°28'57.7''W;3°51'56.4''N;Darien_Calima;6:00:00;14:00:00;34BRILL;21/01/2026;3.865666667;-76.48269444;21/01/2026;21/01/2026 6:00;21/01/2026 14:00;21/01/2026;3.86567;-76.48269;21/01/2026;Open-Meteo Archive;19.3;16.6;23.7;65.5;4.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°28'57.7''W;3°51'56.4''N;Darien_Calima;14:00:00;22:00:00;34BRILL;21/01/2026;3.865666667;-76.48269444;21/01/2026;21/01/2026 14:00;21/01/2026 22:00;21/01/2026;3.86567;-76.48269;21/01/2026;Open-Meteo Archive;19.3;16.6;23.7;65.5;4.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°28'57.7''W;3°51'56.4''N;Darien_Calima;6:00:00;14:00:00;34BRILL;22/01/2026;3.865666667;-76.48269444;22/01/2026;22/01/2026 6:00;22/01/2026 14:00;22/01/2026;3.86567;-76.48269;22/01/2026;Open-Meteo Archive;17.9;16.7;20.1;31.2;10.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°28'57.7''W;3°51'56.4''N;Darien_Calima;14:00:00;22:00:00;34BRILL;22/01/2026;3.865666667;-76.48269444;22/01/2026;22/01/2026 14:00;22/01/2026 22:00;22/01/2026;3.86567;-76.48269;22/01/2026;Open-Meteo Archive;17.9;16.7;20.1;31.2;10.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°28'57.7''W;3°51'56.4''N;Darien_Calima;6:00:00;14:00:00;34BRILL;23/01/2026;3.865666667;-76.48269444;23/01/2026;23/01/2026 6:00;23/01/2026 14:00;23/01/2026;3.86567;-76.48269;23/01/2026;Open-Meteo Archive;18.7;16;22.7;3.4;7.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°28'57.7''W;3°51'56.4''N;Darien_Calima;14:00:00;22:00:00;34BRILL;23/01/2026;3.865666667;-76.48269444;23/01/2026;23/01/2026 14:00;23/01/2026 22:00;23/01/2026;3.86567;-76.48269;23/01/2026;Open-Meteo Archive;18.7;16;22.7;3.4;7.2;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°25'07.7''W;4°03'46.6''N;Riofrio;6:00:00;14:00:00;31ALASK;28/01/2026;4.062944444;-76.41880556;28/01/2026;28/01/2026 6:00;28/01/2026 14:00;28/01/2026;4.06294;-76.41881;28/01/2026;Open-Meteo Archive;15.3;13.7;17.9;27.1;4.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°25'07.7''W;4°03'46.6''N;Riofrio;14:00:00;22:00:00;31ALASK;28/01/2026;4.062944444;-76.41880556;28/01/2026;28/01/2026 14:00;28/01/2026 22:00;28/01/2026;4.06294;-76.41881;28/01/2026;Open-Meteo Archive;15.3;13.7;17.9;27.1;4.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°25'07.7''W;4°03'46.6''N;Riofrio;6:00:00;14:00:00;31ALASK;29/01/2026;4.062944444;-76.41880556;29/01/2026;29/01/2026 6:00;29/01/2026 14:00;29/01/2026;4.06294;-76.41881;29/01/2026;Open-Meteo Archive;15.2;13.9;17.5;52.5;5.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°25'07.7''W;4°03'46.6''N;Riofrio;14:00:00;22:00:00;31ALASK;30/01/2026;4.062944444;-76.41880556;30/01/2026;30/01/2026 14:00;30/01/2026 22:00;30/01/2026;4.06294;-76.41881;30/01/2026;Open-Meteo Archive;15.6;13.7;18.5;33.3;10;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°29'55.3''W;3°51'37.6''N;Restrepo;6:00:00;14:00:00;34ESTRE;29/01/2026;3.860444444;-76.49869444;29/01/2026;29/01/2026 6:00;29/01/2026 14:00;29/01/2026;3.86044;-76.49869;29/01/2026;Open-Meteo Archive;18.7;16.8;22.1;26.3;7.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;6:00:00;14:00:00;13INDOS;30/01/2026;4.175694444;-75.84130556;30/01/2026;30/01/2026 6:00;30/01/2026 14:00;30/01/2026;4.17569;-75.84131;30/01/2026;Open-Meteo Archive;17.2;13.4;21.3;15.1;8.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;14:00:00;22:00:00;13INDOS;30/01/2026;4.175694444;-75.84130556;30/01/2026;30/01/2026 14:00;30/01/2026 22:00;30/01/2026;4.17569;-75.84131;30/01/2026;Open-Meteo Archive;17.2;13.4;21.3;15.1;8.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°52'09.3''W;4°13'27.2''N;Caicedonia;6:00:00;14:00:00;13SIBER;30/01/2026;4.224222222;-75.86925;30/01/2026;30/01/2026 6:00;30/01/2026 14:00;30/01/2026;4.22422;-75.86925;30/01/2026;Open-Meteo Archive;14.8;10.7;19.4;16.5;8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°52'33.4''W;4°06'28.8''N;Sevilla;14:00:00;22:00:00;13SINAB;30/01/2026;4.108;-75.87594444;30/01/2026;30/01/2026 14:00;30/01/2026 22:00;30/01/2026;4.108;-75.87594;30/01/2026;Open-Meteo Archive;13.3;9.2;17.5;30.1;7.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;6:00:00;14:00:00;25QUIRA;29/01/2026;3.060527778;-76.52186111;29/01/2026;29/01/2026 6:00;29/01/2026 14:00;29/01/2026;3.06053;-76.52186;29/01/2026;Open-Meteo Archive;21.8;19;25.5;4;11.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;14:00:00;22:00:00;25QUIRA;29/01/2026;3.060527778;-76.52186111;29/01/2026;29/01/2026 14:00;29/01/2026 22:00;29/01/2026;3.06053;-76.52186;29/01/2026;Open-Meteo Archive;21.8;19;25.5;4;11.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°44'43.0''W;5°24'09.9''N;Riosucio;14:00:00;22:00:00;12ARGEN;28/01/2026;5.40275;-75.74527778;28/01/2026;28/01/2026 14:00;28/01/2026 22:00;28/01/2026;5.40275;-75.74528;28/01/2026;Open-Meteo Archive;14;11.3;17.8;1.5;6.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°44'43.0''W;5°24'09.9''N;Riosucio;22:00:00;6:00:00;12ARGEN;29/01/2026;5.40275;-75.74527778;29/01/2026;29/01/2026 22:00;30/01/2026 6:00;29/01/2026;5.40275;-75.74528;29/01/2026;Open-Meteo Archive;14;11.6;17.5;7;6.8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°44'43.0''W;5°24'09.9''N;Riosucio;6:00:00;14:00:00;12ARGEN;29/01/2026;5.40275;-75.74527778;29/01/2026;29/01/2026 6:00;29/01/2026 14:00;29/01/2026;5.40275;-75.74528;29/01/2026;Open-Meteo Archive;14;11.6;17.5;7;6.8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°44'43.0''W;5°24'09.9''N;Riosucio;22:00:00;6:00:00;12ARGEN;30/01/2026;5.40275;-75.74527778;30/01/2026;30/01/2026 22:00;31/01/2026 6:00;30/01/2026;5.40275;-75.74528;30/01/2026;Open-Meteo Archive;14.2;11.5;18.7;10;7.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°44'43.0''W;5°24'09.9''N;Riosucio;6:00:00;14:00:00;12ARGEN;30/01/2026;5.40275;-75.74527778;30/01/2026;30/01/2026 6:00;30/01/2026 14:00;30/01/2026;5.40275;-75.74528;30/01/2026;Open-Meteo Archive;14.2;11.5;18.7;10;7.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°44'43.0''W;5°24'09.9''N;Riosucio;14:00:00;22:00:00;12ARGEN;31/01/2026;5.40275;-75.74527778;31/01/2026;31/01/2026 14:00;31/01/2026 22:00;31/01/2026;5.40275;-75.74528;31/01/2026;Open-Meteo Archive;14.3;12.4;18.2;22.6;6.8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°25'07.7''W;4°03'46.6''N;Riofrio;6:00:00;14:00:00;31ALASK;30/01/2026;4.062944444;-76.41880556;30/01/2026;30/01/2026 6:00;30/01/2026 14:00;30/01/2026;4.06294;-76.41881;30/01/2026;Open-Meteo Archive;15.6;13.7;18.5;33.3;10;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°25'07.7''W;4°03'46.6''N;Riofrio;14:00:00;22:00:00;31ALASK;30/01/2026;4.062944444;-76.41880556;30/01/2026;30/01/2026 14:00;30/01/2026 22:00;30/01/2026;4.06294;-76.41881;30/01/2026;Open-Meteo Archive;15.6;13.7;18.5;33.3;10;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;6:00:00;14:00:00;25QUIRA;30/01/2026;3.060527778;-76.52186111;30/01/2026;30/01/2026 6:00;30/01/2026 14:00;30/01/2026;3.06053;-76.52186;30/01/2026;Open-Meteo Archive;21.6;18.1;26.5;29.4;11.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;14:00:00;22:00:00;25QUIRA;30/01/2026;3.060527778;-76.52186111;30/01/2026;30/01/2026 14:00;30/01/2026 22:00;30/01/2026;3.06053;-76.52186;30/01/2026;Open-Meteo Archive;21.6;18.1;26.5;29.4;11.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°25'07.7''W;4°03'46.6''N;Riofrio;6:00:00;14:00:00;31ALASK;31/01/2026;4.062944444;-76.41880556;31/01/2026;31/01/2026 6:00;31/01/2026 14:00;31/01/2026;4.06294;-76.41881;31/01/2026;Open-Meteo Archive;15.2;14;18;39.8;8.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;6:00:00;14:00:00;25QUIRA;31/01/2026;3.060527778;-76.52186111;31/01/2026;31/01/2026 6:00;31/01/2026 14:00;31/01/2026;3.06053;-76.52186;31/01/2026;Open-Meteo Archive;20.6;18.5;25.2;32.1;10.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°31'18.7''W;3°03'37.9''N;Santander_Quilichao;14:00:00;22:00:00;25QUIRA;31/01/2026;3.060527778;-76.52186111;31/01/2026;31/01/2026 14:00;31/01/2026 22:00;31/01/2026;3.06053;-76.52186;31/01/2026;Open-Meteo Archive;20.6;18.5;25.2;32.1;10.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'33.7''W;4°26'45.6''N;Bolivar;6:00:00;14:00:00;35CRIST;28/01/2026;4.446;-76.27602778;28/01/2026;28/01/2026 6:00;28/01/2026 14:00;28/01/2026;4.446;-76.27603;28/01/2026;Open-Meteo Archive;15.2;12.4;19;5.2;9.6;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°20'17.1''W;4°17'21.2''N;Bolivar;6:00:00;14:00:00;35ALEXA;28/01/2026;4.289222222;-76.33808333;28/01/2026;28/01/2026 6:00;28/01/2026 14:00;28/01/2026;4.28922;-76.33808;28/01/2026;Open-Meteo Archive;16.5;14;19.2;3.3;8.5;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'33.7''W;4°26'45.6''N;Bolivar;6:00:00;14:00:00;35CRIST;29/01/2026;4.446;-76.27602778;29/01/2026;29/01/2026 6:00;29/01/2026 14:00;29/01/2026;4.446;-76.27603;29/01/2026;Open-Meteo Archive;15;13.1;18.1;29.5;9.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'33.7''W;4°26'45.6''N;Bolivar;6:00:00;14:00:00;35CRIST;29/01/2026;4.446;-76.27602778;29/01/2026;29/01/2026 6:00;29/01/2026 14:00;29/01/2026;4.446;-76.27603;29/01/2026;Open-Meteo Archive;15;13.1;18.1;29.5;9.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°34'23.0''W;3°41'39.8''N;Cumbre;6:00:00;14:00:00;32PORRA;29/01/2026;3.694388889;-76.57305556;29/01/2026;29/01/2026 6:00;29/01/2026 14:00;29/01/2026;3.69439;-76.57306;29/01/2026;Meteostat Daily;22.5;19;27;14.6;7.6;1015.5;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°32'44.7''W;3°41'27.4''N;Cumbre;14:00:00;22:00:00;32AGUAC;29/01/2026;3.690944444;-76.54575;29/01/2026;29/01/2026 14:00;29/01/2026 22:00;29/01/2026;3.69094;-76.54575;29/01/2026;Meteostat Daily;22.5;19;27;14.6;7.6;1015.5;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°32'44.7''W;3°41'27.4''N;Cumbre;6:00:00;14:00:00;32AGUAC;30/01/2026;3.690944444;-76.54575;30/01/2026;30/01/2026 6:00;30/01/2026 14:00;30/01/2026;3.69094;-76.54575;30/01/2026;Meteostat Daily;23.5;19;29;5.7;8.5;1015;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°32'44.7''W;3°41'27.4''N;Cumbre;14:00:00;22:00:00;32AGUAC;30/01/2026;3.690944444;-76.54575;30/01/2026;30/01/2026 14:00;30/01/2026 22:00;30/01/2026;3.69094;-76.54575;30/01/2026;Meteostat Daily;23.5;19;29;5.7;8.5;1015;;;Dato diario obtenido correctamente;Lluvioso;Sí;No
76°16'33.7''W;4°26'45.6''N;Bolivar;6:00:00;14:00:00;35CRIST;30/01/2026;4.446;-76.27602778;30/01/2026;30/01/2026 6:00;30/01/2026 14:00;30/01/2026;4.446;-76.27603;30/01/2026;Open-Meteo Archive;14.8;12.9;18;11.2;11.8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'33.7''W;4°26'45.6''N;Bolivar;6:00:00;14:00:00;35CRIST;30/01/2026;4.446;-76.27602778;30/01/2026;30/01/2026 6:00;30/01/2026 14:00;30/01/2026;4.446;-76.27603;30/01/2026;Open-Meteo Archive;14.8;12.9;18;11.2;11.8;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'33.7''W;4°26'45.6''N;Bolivar;6:00:00;14:00:00;35CRIST;31/01/2026;4.446;-76.27602778;31/01/2026;31/01/2026 6:00;31/01/2026 14:00;31/01/2026;4.446;-76.27603;31/01/2026;Open-Meteo Archive;14.8;12.2;18.7;13.2;10.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°16'33.7''W;4°26'45.6''N;Bolivar;6:00:00;14:00:00;35CRIST;31/01/2026;4.446;-76.27602778;31/01/2026;31/01/2026 6:00;31/01/2026 14:00;31/01/2026;4.446;-76.27603;31/01/2026;Open-Meteo Archive;14.8;12.2;18.7;13.2;10.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°29'55.3''W;3°51'37.6''N;Restrepo;14:00:00;22:00:00;34ESTRE;29/01/2026;3.860444444;-76.49869444;29/01/2026;29/01/2026 14:00;29/01/2026 22:00;29/01/2026;3.86044;-76.49869;29/01/2026;Open-Meteo Archive;18.7;16.8;22.1;26.3;7.9;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°29'55.3''W;3°51'37.6''N;Restrepo;14:00:00;22:00:00;34ESTRE;30/01/2026;3.860444444;-76.49869444;30/01/2026;30/01/2026 14:00;30/01/2026 22:00;30/01/2026;3.86044;-76.49869;30/01/2026;Open-Meteo Archive;19.2;16.8;22.8;1.1;13.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°29'55.3''W;3°51'37.6''N;Restrepo;6:00:00;14:00:00;34ESTRE;30/01/2026;3.860444444;-76.49869444;30/01/2026;30/01/2026 6:00;30/01/2026 14:00;30/01/2026;3.86044;-76.49869;30/01/2026;Open-Meteo Archive;19.2;16.8;22.8;1.1;13.4;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°29'55.3''W;3°51'37.6''N;Restrepo;6:00:00;14:00:00;34ESTRE;31/01/2026;3.860444444;-76.49869444;31/01/2026;31/01/2026 6:00;31/01/2026 14:00;31/01/2026;3.86044;-76.49869;31/01/2026;Open-Meteo Archive;18.7;16.8;22;7.7;10.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
76°29'55.3''W;3°51'37.6''N;Restrepo;14:00:00;22:00:00;34ESTRE;31/01/2026;3.860444444;-76.49869444;31/01/2026;31/01/2026 14:00;31/01/2026 22:00;31/01/2026;3.86044;-76.49869;31/01/2026;Open-Meteo Archive;18.7;16.8;22;7.7;10.3;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;6:00:00;14:00:00;13INDOS;31/01/2026;4.175694444;-75.84130556;31/01/2026;31/01/2026 6:00;31/01/2026 14:00;31/01/2026;4.17569;-75.84131;31/01/2026;Open-Meteo Archive;17.2;15.6;19.7;13.7;7.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°50'28.7''W;4°10'32.5''N;Sevilla;14:00:00;22:00:00;13INDOS;31/01/2026;4.175694444;-75.84130556;31/01/2026;31/01/2026 14:00;31/01/2026 22:00;31/01/2026;4.17569;-75.84131;31/01/2026;Open-Meteo Archive;17.2;15.6;19.7;13.7;7.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°51'47.2''W;4°07'04.0''N;Sevilla;6:00:00;14:00:00;13CRIST;31/01/2026;4.117777778;-75.86311111;31/01/2026;31/01/2026 6:00;31/01/2026 14:00;31/01/2026;4.11778;-75.86311;31/01/2026;Open-Meteo Archive;15.1;13.2;18;14.3;8.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
75°52'33.4''W;4°06'28.8''N;Sevilla;14:00:00;22:00:00;13SINAB;31/01/2026;4.108;-75.87594444;31/01/2026;31/01/2026 14:00;31/01/2026 22:00;31/01/2026;4.108;-75.87594;31/01/2026;Open-Meteo Archive;13.4;11.4;16.2;14.3;8.1;;;;Dato obtenido por fallback Open-Meteo;Lluvioso;Sí;No
